task_id,resource_id,start_time,finish_time
687,2,837,856
30,3,841,887
801,1,841,864
550,2,856,868
595,0,858,898
599,4,859,867
106,1,864,879
114,4,867,878
871,2,868,907
662,4,878,896
456,1,879,911
868,3,887,909
976,4,896,938
351,0,898,912
666,2,907,934
458,3,909,914
478,1,911,943
247,0,912,935
51,3,914,939
985,2,934,971
861,0,935,959
727,4,938,978
716,3,939,964
586,1,943,983
231,0,959,1003
876,3,964,979
981,2,971,1003
237,4,978,1000
127,3,979,998
206,1,983,1014
893,3,998,1038
71,4,1000,1009
705,0,1003,1013
834,2,1003,1010
383,4,1009,1038
567,2,1010,1015
926,0,1013,1048
357,1,1014,1058
93,2,1015,1022
561,2,1022,1028
81,2,1028,1078
614,4,1038,1069
202,3,1038,1081
534,0,1048,1095
961,1,1058,1072
519,4,1069,1097
428,1,1072,1107
391,2,1078,1083
859,3,1081,1091
476,2,1083,1100
946,3,1091,1107
591,0,1095,1128
628,4,1097,1104
892,2,1100,1119
468,4,1104,1129
906,3,1107,1144
173,1,1107,1145
819,2,1119,1131
378,0,1128,1142
381,4,1129,1166
123,2,1131,1156
761,0,1142,1164
844,3,1144,1184
419,1,1145,1156
333,2,1156,1180
912,1,1156,1168
459,0,1164,1184
226,4,1166,1173
980,1,1168,1186
956,4,1173,1201
783,2,1180,1195
211,0,1184,1189
134,3,1184,1199
495,1,1186,1228
233,0,1189,1218
68,2,1195,1200
222,3,1199,1205
996,2,1200,1212
744,4,1201,1216
542,3,1205,1248
855,2,1212,1227
957,4,1216,1232
396,0,1218,1224
941,0,1224,1247
640,2,1227,1273
942,1,1228,1245
296,4,1232,1246
642,1,1245,1274
232,4,1246,1254
293,0,1247,1272
999,3,1248,1267
849,4,1254,1260
332,4,1260,1272
699,3,1267,1272
603,0,1272,1295
272,4,1272,1308
408,3,1272,1304
754,2,1273,1285
704,1,1274,1291
934,2,1285,1330
872,1,1291,1313
178,0,1295,1325
370,3,1304,1341
918,4,1308,1330
982,1,1313,1344
984,0,1325,1349
262,4,1330,1362
95,2,1330,1360
263,3,1341,1387
736,1,1344,1355
921,0,1349,1362
822,1,1355,1362
895,2,1360,1372
349,0,1362,1379
740,4,1362,1390
611,1,1362,1396
952,2,1372,1396
943,0,1379,1392
638,3,1387,1422
838,4,1390,1433
161,0,1392,1400
566,2,1396,1432
787,1,1396,1407
521,0,1400,1422
837,1,1407,1440
919,0,1422,1466
672,3,1422,1434
108,2,1432,1443
198,4,1433,1440
585,3,1434,1469
910,4,1440,1469
331,1,1440,1469
7,2,1443,1456
317,2,1456,1505
828,0,1466,1483
140,4,1469,1491
14,3,1469,1475
664,1,1469,1484
607,3,1475,1518
753,0,1483,1532
812,1,1484,1502
618,4,1491,1507
110,1,1502,1521
328,2,1505,1554
671,4,1507,1534
215,3,1518,1540
569,1,1521,1531
995,1,1531,1543
479,0,1532,1537
851,4,1534,1543
303,0,1537,1543
220,3,1540,1565
829,4,1543,1558
39,0,1543,1575
894,1,1543,1558
971,2,1554,1585
265,4,1558,1600
540,1,1558,1581
246,3,1565,1575
179,0,1575,1615
463,3,1575,1611
676,1,1581,1609
467,2,1585,1594
833,2,1594,1603
668,4,1600,1606
275,2,1603,1615
92,4,1606,1627
808,1,1609,1630
559,3,1611,1629
340,0,1615,1621
192,2,1615,1641
568,0,1621,1635
395,4,1627,1669
707,3,1629,1676
902,1,1630,1642
863,0,1635,1650
879,2,1641,1660
660,1,1642,1656
306,0,1650,1665
24,1,1656,1675
366,2,1660,1668
688,0,1665,1684
133,2,1668,1714
156,4,1669,1701
983,1,1675,1725
345,3,1676,1698
376,0,1684,1694
565,0,1694,1703
770,3,1698,1742
696,4,1701,1724
482,0,1703,1723
45,2,1714,1756
823,0,1723,1751
979,4,1724,1742
412,1,1725,1739
610,1,1739,1748
693,4,1742,1781
181,3,1742,1760
509,1,1748,1798
782,0,1751,1789
771,2,1756,1803
673,3,1760,1801
111,4,1781,1822
692,0,1789,1799
935,1,1798,1830
146,0,1799,1807
993,3,1801,1846
922,2,1803,1835
350,0,1807,1814
2,0,1814,1827
342,4,1822,1865
992,0,1827,1877
35,1,1830,1879
77,2,1835,1855
784,3,1846,1873
726,2,1855,1862
25,2,1862,1872
129,4,1865,1914
522,2,1872,1922
239,3,1873,1911
734,0,1877,1902
416,1,1879,1906
888,0,1902,1923
291,1,1906,1921
443,3,1911,1952
477,4,1914,1932
157,1,1921,1955
101,2,1922,1967
694,0,1923,1941
869,4,1932,1954
426,0,1941,1958
886,3,1952,1973
409,4,1954,1980
955,1,1955,1982
326,0,1958,1983
190,2,1967,2015
669,3,1973,2016
358,4,1980,2006
900,1,1982,1999
553,0,1983,2012
132,1,1999,2008
809,4,2006,2011
196,1,2008,2016
183,4,2011,2022
663,0,2012,2059
356,2,2015,2043
914,3,2016,2052
442,1,2016,2026
609,4,2022,2040
155,1,2026,2035
230,1,2035,2056
288,4,2040,2071
764,2,2043,2052
752,3,2052,2057
543,2,2052,2062
917,1,2056,2091
481,3,2057,2082
712,0,2059,2090
201,2,2062,2087
411,4,2071,2081
832,4,2081,2112
119,3,2082,2103
135,2,2087,2110
407,0,2090,2097
283,1,2091,2108
885,0,2097,2121
864,3,2103,2151
661,1,2108,2133
592,2,2110,2154
392,4,2112,2126
725,0,2121,2133
316,4,2126,2135
711,0,2133,2169
702,1,2133,2173
654,4,2135,2174
606,3,2151,2173
60,2,2154,2176
532,0,2169,2176
390,3,2173,2211
560,1,2173,2188
915,4,2174,2205
42,0,2176,2199
602,2,2176,2188
462,2,2188,2226
162,1,2188,2195
47,1,2195,2243
418,0,2199,2222
17,4,2205,2231
817,3,2211,2224
544,0,2222,2248
524,3,2224,2259
763,2,2226,2249
805,4,2231,2261
302,1,2243,2283
939,0,2248,2270
987,2,2249,2255
854,2,2255,2276
899,3,2259,2284
122,4,2261,2295
775,0,2270,2288
475,2,2276,2286
33,1,2283,2333
138,3,2284,2303
767,2,2286,2316
421,0,2288,2310
355,4,2295,2320
514,3,2303,2311
545,0,2310,2329
224,3,2311,2351
19,2,2316,2329
604,4,2320,2342
34,0,2329,2361
593,2,2329,2378
184,1,2333,2354
773,4,2342,2381
336,3,2351,2361
953,1,2354,2383
898,0,2361,2396
435,3,2361,2392
947,2,2378,2399
537,4,2381,2400
502,1,2383,2408
840,3,2392,2435
679,0,2396,2405
988,2,2399,2415
474,4,2400,2427
643,0,2405,2421
577,1,2408,2448
488,2,2415,2459
533,0,2421,2456
362,4,2427,2450
63,3,2435,2452
573,1,2448,2470
277,4,2450,2480
444,3,2452,2499
37,0,2456,2483
508,2,2459,2492
596,1,2470,2491
325,4,2480,2516
180,0,2483,2499
166,1,2491,2536
394,2,2492,2517
187,0,2499,2543
600,3,2499,2504
364,3,2504,2550
104,4,2516,2542
920,2,2517,2543
50,1,2536,2544
439,4,2542,2555
20,0,2543,2548
113,2,2543,2590
563,1,2544,2585
507,0,2548,2594
228,3,2550,2562
164,4,2555,2597
789,3,2562,2581
413,3,2581,2590
870,1,2585,2601
10,2,2590,2633
649,3,2590,2600
826,0,2594,2618
440,4,2597,2626
866,3,2600,2643
73,1,2601,2643
329,0,2618,2641
896,4,2626,2648
448,2,2633,2663
681,0,2641,2690
793,3,2643,2662
27,1,2643,2681
203,4,2648,2695
881,3,2662,2686
759,2,2663,2700
16,1,2681,2704
244,3,2686,2726
973,0,2690,2716
617,4,2695,2727
290,2,2700,2736
714,1,2704,2741
388,0,2716,2762
575,3,2726,2755
118,4,2727,2757
523,2,2736,2749
359,1,2741,2754
557,2,2749,2781
422,1,2754,2769
219,3,2755,2801
931,4,2757,2762
257,0,2762,2770
945,4,2762,2799
490,1,2769,2814
874,0,2770,2814
387,2,2781,2817
451,4,2799,2841
927,3,2801,2836
128,0,2814,2855
189,1,2814,2838
715,2,2817,2865
552,3,2836,2865
353,1,2838,2887
853,4,2841,2878
802,0,2855,2904
330,2,2865,2897
769,3,2865,2888
619,4,2878,2899
69,1,2887,2896
274,3,2888,2932
369,1,2896,2907
846,2,2897,2941
441,4,2899,2905
680,0,2904,2937
890,4,2905,2923
513,1,2907,2934
536,4,2923,2942
48,3,2932,2945
28,1,2934,2975
80,0,2937,2984
36,2,2941,2978
32,4,2942,2960
620,3,2945,2984
741,4,2960,2996
406,1,2975,3024
719,2,2978,3014
659,0,2984,3022
791,3,2984,3018
240,4,2996,3028
154,2,3014,3033
511,3,3018,3059
499,0,3022,3064
82,1,3024,3064
420,4,3028,3057
176,2,3033,3078
646,4,3057,3092
516,3,3059,3099
923,0,3064,3096
798,1,3064,3111
454,2,3078,3126
695,4,3092,3106
757,0,3096,3129
88,3,3099,3128
144,4,3106,3153
320,1,3111,3144
546,2,3126,3174
102,3,3128,3163
234,0,3129,3179
901,1,3144,3158
743,4,3153,3176
772,1,3158,3196
141,3,3163,3171
639,3,3171,3189
818,2,3174,3223
964,4,3176,3221
324,0,3179,3229
505,3,3189,3229
112,1,3196,3234
486,4,3221,3242
588,2,3223,3267
904,0,3229,3264
630,3,3229,3248
15,1,3234,3284
555,4,3242,3260
796,3,3248,3289
31,4,3260,3304
5,0,3264,3286
624,2,3267,3290
887,1,3284,3327
41,0,3286,3334
703,3,3289,3333
59,2,3290,3330
221,4,3304,3345
188,1,3327,3367
172,2,3330,3350
581,3,3333,3368
373,0,3334,3353
163,4,3345,3392
168,2,3350,3400
260,0,3353,3394
776,1,3367,3385
200,3,3368,3397
768,1,3385,3435
847,4,3392,3432
301,0,3394,3412
948,3,3397,3436
641,2,3400,3437
998,0,3412,3449
22,4,3432,3469
308,1,3435,3479
525,3,3436,3447
410,2,3437,3464
674,3,3447,3483
278,0,3449,3486
29,2,3464,3512
518,4,3469,3498
944,1,3479,3528
728,3,3483,3511
91,0,3486,3520
446,4,3498,3542
633,3,3511,3535
938,2,3512,3543
300,0,3520,3568
371,1,3528,3558
438,3,3535,3540
622,3,3540,3582
504,4,3542,3590
461,2,3543,3593
380,1,3558,3606
469,0,3568,3592
485,3,3582,3598
165,4,3590,3624
264,0,3592,3630
842,2,3593,3631
701,3,3598,3648
147,1,3606,3613
464,1,3613,3621
916,1,3621,3668
360,4,3624,3653
790,0,3630,3672
66,2,3631,3665
506,3,3648,3690
49,4,3653,3694
777,2,3665,3677
605,1,3668,3710
781,0,3672,3717
432,2,3677,3700
578,3,3690,3722
310,4,3694,3704
755,2,3700,3746
268,4,3704,3750
500,1,3710,3751
570,0,3717,3728
637,3,3722,3769
978,0,3728,3754
289,2,3746,3764
57,4,3750,3762
735,1,3751,3763
867,0,3754,3789
55,4,3762,3768
405,1,3763,3777
452,2,3764,3798
960,4,3768,3778
836,3,3769,3799
877,1,3777,3795
852,4,3778,3813
94,0,3789,3820
150,1,3795,3818
280,2,3798,3848
813,3,3799,3842
152,4,3813,3855
583,1,3818,3860
38,0,3820,3861
627,3,3842,3847
327,3,3847,3879
582,2,3848,3859
925,4,3855,3877
815,2,3859,3895
526,1,3860,3909
873,0,3861,3908
400,4,3877,3896
87,3,3879,3921
160,2,3895,3925
117,4,3896,3946
684,0,3908,3939
629,1,3909,3958
143,3,3921,3971
171,2,3925,3961
527,0,3939,3983
97,4,3946,3981
311,1,3958,4006
940,2,3961,3984
625,3,3971,4003
218,4,3981,3990
558,0,3983,4025
258,2,3984,4006
678,4,3990,4038
738,3,4003,4049
841,2,4006,4051
865,1,4006,4054
845,0,4025,4031
1000,0,4031,4067
774,4,4038,4088
142,3,4049,4068
758,2,4051,4056
936,1,4054,4064
710,2,4056,4090
930,1,4064,4088
414,0,4067,4082
307,3,4068,4092
281,0,4082,4132
374,1,4088,4127
266,4,4088,4132
415,2,4090,4114
137,3,4092,4118
780,2,4114,4143
207,3,4118,4156
79,1,4127,4169
746,4,4132,4157
650,0,4132,4176
928,2,4143,4178
312,3,4156,4189
631,4,4157,4198
386,1,4169,4216
986,0,4176,4205
472,2,4178,4215
85,3,4189,4234
547,4,4198,4237
539,0,4205,4248
115,2,4215,4222
742,1,4216,4255
970,2,4222,4266
389,3,4234,4276
512,4,4237,4280
450,0,4248,4271
174,1,4255,4294
126,2,4266,4308
167,0,4271,4318
182,3,4276,4316
616,4,4280,4328
647,1,4294,4318
589,2,4308,4337
795,3,4316,4363
339,1,4318,4353
120,0,4318,4348
170,4,4328,4366
465,2,4337,4383
966,0,4348,4382
515,1,4353,4384
470,3,4363,4374
501,4,4366,4403
729,3,4374,4416
341,0,4382,4407
287,2,4383,4433
708,1,4384,4427
261,4,4403,4435
924,0,4407,4436
309,3,4416,4466
276,1,4427,4443
972,2,4433,4473
284,4,4435,4469
430,0,4436,4477
799,1,4443,4473
751,3,4466,4499
343,4,4469,4494
195,2,4473,4497
285,1,4473,4523
403,0,4477,4517
399,4,4494,4518
762,2,4497,4528
103,3,4499,4521
54,0,4517,4561
806,4,4518,4530
737,3,4521,4567
541,1,4523,4542
213,2,4528,4547
489,4,4530,4570
282,1,4542,4568
800,2,4547,4560
929,2,4560,4574
958,0,4561,4611
212,3,4567,4589
12,1,4568,4609
185,4,4570,4610
723,2,4574,4616
733,3,4589,4638
83,1,4609,4657
243,4,4610,4651
535,0,4611,4646
908,2,4616,4655
632,3,4638,4669
384,0,4646,4677
401,4,4651,4695
402,2,4655,4698
460,1,4657,4690
778,3,4669,4712
548,0,4677,4709
56,1,4690,4723
286,4,4695,4710
765,2,4698,4725
612,0,4709,4751
149,4,4710,4749
884,3,4712,4733
335,1,4723,4766
685,2,4725,4775
382,3,4733,4782
700,4,4749,4771
644,0,4751,4783
875,1,4766,4812
903,4,4771,4777
520,2,4775,4804
130,4,4777,4815
471,3,4782,4819
503,0,4783,4818
730,2,4804,4843
556,1,4812,4844
385,4,4815,4847
368,0,4818,4830
13,3,4819,4829
379,3,4829,4869
321,0,4830,4865
398,2,4843,4877
363,1,4844,4884
255,4,4847,4888
814,0,4865,4883
89,3,4869,4882
878,2,4877,4923
549,3,4882,4908
314,0,4883,4927
623,1,4884,4925
447,4,4888,4920
860,3,4908,4946
229,4,4920,4934
635,2,4923,4962
497,1,4925,4953
528,0,4927,4965
23,4,4934,4975
824,3,4946,4979
496,1,4953,4999
962,2,4962,5009
598,0,4965,5008
267,4,4975,5002
6,3,4979,5025
645,1,4999,5048
216,4,5002,5029
99,0,5008,5052
334,2,5009,5037
217,3,5025,5066
245,4,5029,5071
749,2,5037,5087
252,1,5048,5096
911,0,5052,5059
835,0,5059,5105
191,3,5066,5109
989,4,5071,5115
423,2,5087,5129
253,1,5096,5142
731,0,5105,5140
361,3,5109,5146
897,4,5115,5151
136,2,5129,5171
121,0,5140,5181
367,1,5142,5185
580,3,5146,5189
175,4,5151,5198
907,2,5171,5197
177,0,5181,5226
722,1,5185,5230
18,3,5189,5231
238,2,5197,5236
98,4,5198,5243
43,0,5226,5261
636,1,5230,5256
492,3,5231,5260
571,2,5236,5282
227,4,5243,5275
337,1,5256,5293
933,3,5260,5289
658,0,5261,5290
572,4,5275,5312
797,2,5282,5321
153,3,5289,5332
891,0,5290,5339
997,1,5293,5316
665,4,5312,5347
86,1,5316,5344
424,2,5321,5371
294,3,5332,5381
811,2,5371,5411
858,3,5381,5415
344,2,5411,5443
601,2,5443,5491
720,2,5491,5526
968,2,5526,5548
74,2,5548,5591
