task_id,arrival_time,execution_time,deadline,priority,resource_1,resource_2,resource_3
389,27,42,86,2,9,3,5
396,27,6,173,2,3,10,5
433,27,17,83,1,5,2,4
718,27,16,131,3,8,3,10
862,27,6,74,4,10,7,5
986,27,29,76,3,1,8,9
21,28,31,114,1,9,6,6
56,28,33,151,3,10,2,5
67,28,10,130,4,7,8,2
133,28,46,146,3,4,2,1
304,28,32,216,1,6,7,7
390,28,38,158,5,3,5,10
439,28,13,127,1,5,8,6
465,28,46,175,2,2,3,1
497,28,28,72,2,2,9,7
617,28,32,136,2,9,8,10
779,28,33,86,1,3,1,7
908,28,39,111,3,4,7,7
115,29,7,152,1,4,5,10
166,29,45,135,5,3,3,7
336,29,10,129,1,9,7,10
428,29,35,162,2,9,9,4
494,29,15,109,2,8,3,8
664,29,15,80,1,7,6,5
697,29,15,169,3,1,7,1
906,29,37,78,2,3,3,4
951,29,9,131,4,4,8,8
1000,29,36,229,3,9,10,2
19,30,13,184,5,6,7,4
44,30,16,210,4,9,3,9
94,30,31,109,1,7,3,6
267,30,27,72,4,8,1,3
405,30,14,136,2,10,10,4
616,30,48,99,4,9,1,5
662,30,18,175,5,1,8,10
974,30,31,145,2,2,10,5
185,31,40,132,1,5,10,8
249,31,10,108,1,7,2,6
284,31,34,223,5,7,10,9
393,31,7,184,3,10,7,3
577,31,40,182,1,8,4,9
595,31,40,165,5,3,6,1
675,31,5,214,5,3,6,2
798,31,47,177,3,10,3,4
244,32,40,225,2,8,5,1
287,32,50,232,5,1,5,10
412,32,14,59,1,2,7,4
530,32,10,194,2,6,1,9
739,32,24,161,1,9,4,10
754,32,12,80,5,8,1,10
839,32,10,215,3,5,3,8
220,33,25,138,4,3,7,5
236,33,7,84,2,4,4,10
239,33,38,104,5,7,10,5
448,33,30,137,2,7,1,3
451,33,42,108,2,9,5,6
500,33,41,150,4,1,8,3
567,33,5,97,5,6,1,4
748,33,33,113,5,2,10,8
797,33,39,117,2,1,5,4
804,33,9,197,1,10,2,9
926,33,35,166,2,10,8,9
29,34,48,220,2,10,4,9
105,34,14,199,2,8,6,6
112,34,38,193,3,6,1,9
144,34,47,122,4,6,1,3
176,34,45,194,3,8,10,2
370,34,37,219,2,7,6,8
550,34,12,104,1,10,1,10
694,34,18,103,1,9,3,6
815,34,36,185,4,2,9,8
24,35,19,188,1,1,10,4
48,35,13,221,2,10,1,1
330,35,32,84,2,7,8,8
446,35,44,185,5,4,6,4
452,35,34,160,5,9,2,1
639,35,18,112,4,4,8,8
730,35,39,140,1,9,2,1
7,36,13,111,3,3,9,8
163,36,47,111,4,9,3,7
263,36,46,132,4,9,3,8
380,36,48,207,3,7,3,10
648,36,16,135,5,7,5,2
683,36,29,133,5,3,4,5
854,36,21,108,1,5,9,3
860,36,38,146,1,2,3,3
39,37,32,171,2,2,7,4
79,37,42,114,2,4,7,2
96,37,23,92,3,4,10,4
158,37,17,119,2,10,2,10
164,37,42,173,4,9,4,1
272,37,36,134,2,5,10,9
399,37,24,88,1,4,2,5
401,37,44,153,1,10,3,1
524,37,35,189,3,9,10,4
590,37,10,145,2,3,2,9
671,37,27,172,2,2,6,4
761,37,22,125,2,6,1,6
805,37,30,213,2,8,5,5
809,37,5,132,4,4,6,10
865,37,48,181,4,3,3,7
985,37,37,178,3,7,3,8
41,38,48,141,3,7,8,2
111,38,41,216,1,10,9,2
128,38,41,93,3,5,1,2
440,38,29,171,4,10,4,3
483,38,16,122,1,6,10,7
631,38,41,191,2,3,1,2
832,38,31,116,4,8,8,10
97,39,35,160,4,7,8,9
208,39,14,111,4,9,7,1
447,39,32,104,4,10,9,4
488,39,44,140,1,9,5,5
558,39,42,115,5,6,3,7
592,39,44,141,5,5,4,8
737,39,46,164,1,6,1,6
766,39,21,192,2,8,5,5
883,39,17,118,5,7,9,2
221,40,41,98,1,3,9,6
422,40,15,193,1,10,9,5
900,40,17,210,2,4,2,6
904,40,35,161,2,5,3,5
953,40,29,186,3,9,1,4
973,40,26,81,5,6,3,6
989,40,44,176,3,7,3,4
20,41,5,125,5,2,8,3
93,41,7,106,4,9,10,7
223,41,18,220,3,9,1,8
291,41,15,235,3,4,1,6
575,41,29,148,1,9,9,7
769,41,23,109,1,5,5,4
901,41,14,120,1,3,10,2
2,42,13,85,2,5,1,10
353,42,49,118,5,8,6,5
749,42,50,121,2,5,5,9
210,43,6,174,2,3,4,10
279,43,18,140,3,6,1,9
477,43,18,149,4,8,9,4
478,43,32,166,5,1,10,7
680,43,33,236,1,5,7,2
682,43,16,196,1,9,6,4
775,43,18,134,1,1,3,9
792,43,5,174,2,8,6,1
958,43,50,168,2,5,9,9
962,43,47,147,2,5,2,2
966,43,34,153,1,2,5,3
303,44,6,71,4,8,7,8
408,44,32,115,5,7,5,3
416,44,27,125,4,7,1,3
496,44,46,172,5,5,10,5
584,44,43,108,3,10,7,6
645,44,49,220,1,7,5,5
826,44,24,108,5,9,3,9
963,44,27,117,3,3,9,4
167,45,47,157,3,4,5,5
189,45,24,145,2,6,6,8
252,45,48,206,4,8,8,4
278,45,37,221,5,9,8,7
442,45,10,95,5,5,4,1
506,45,42,222,3,7,1,6
521,45,22,206,3,9,8,3
552,45,29,219,3,3,2,4
618,45,16,148,3,6,2,7
806,45,12,142,5,7,10,9
939,45,22,157,4,3,6,5
978,45,26,119,4,1,6,8
983,45,50,141,2,5,4,6
103,46,22,243,5,2,8,3
311,46,48,166,3,3,5,10
382,46,49,139,3,10,10,4
419,46,11,112,3,10,3,5
759,46,37,134,1,1,1,10
813,46,43,171,5,7,6,2
877,46,18,241,3,3,9,8
920,46,26,221,3,2,5,6
949,46,41,230,5,7,1,8
13,47,10,186,3,9,1,3
31,47,44,171,5,3,4,2
51,47,25,184,1,8,5,5
184,47,21,235,4,7,10,8
296,47,14,157,1,4,6,8
316,47,9,173,4,5,4,8
321,47,35,166,5,4,7,3
358,47,26,167,1,2,3,6
381,47,37,109,4,6,2,2
437,47,48,200,4,6,1,7
626,47,9,226,2,2,2,10
644,47,32,204,5,5,3,3
824,47,33,167,5,5,3,3
6,48,46,157,2,10,7,3
22,48,37,150,5,5,5,5
100,48,12,158,3,8,1,7
186,48,14,77,3,3,9,6
195,48,24,159,5,2,8,7
202,48,43,106,4,8,7,4
203,48,47,126,5,1,4,6
383,48,29,220,1,8,1,3
388,48,46,151,1,4,9,4
425,48,12,166,5,3,1,3
435,48,31,235,1,7,9,6
470,48,11,207,1,9,3,10
605,48,42,127,5,1,2,4
897,48,36,198,3,2,7,6
49,49,41,218,3,10,3,7
188,49,40,113,5,5,1,9
253,49,46,157,2,1,7,10
288,49,31,242,3,4,6,2
332,49,12,97,1,9,7,2
426,49,17,164,2,7,7,2
594,49,5,116,1,7,6,4
622,49,42,135,1,1,5,8
710,49,34,133,4,7,2,3
764,49,9,212,5,7,2,10
846,49,44,183,1,10,8,9
857,49,18,196,1,1,9,10
864,49,48,161,1,10,5,9
870,49,16,135,1,7,8,8
961,49,14,142,1,10,8,1
234,50,50,123,4,10,2,3
293,50,25,249,2,2,3,7
587,50,18,149,5,2,5,9
604,50,22,199,4,10,6,10
724,50,17,121,5,6,4,7
793,50,19,236,5,4,3,9
899,50,25,109,5,9,10,10
916,50,47,194,3,8,9,1
952,50,24,231,2,9,1,3
145,51,15,91,1,2,6,1
152,51,42,133,5,9,7,5
175,51,47,140,4,5,7,5
217,51,41,153,2,2,7,2
320,51,33,151,4,4,9,1
322,51,8,240,2,6,3,8
456,51,32,190,1,2,5,9
522,51,50,142,1,5,2,8
728,51,28,91,2,1,4,3
869,51,22,122,5,6,4,8
903,51,6,186,5,2,1,9
988,51,16,182,5,10,2,9
38,52,41,120,4,5,5,6
160,52,30,143,2,3,5,6
171,52,36,125,1,9,9,5
174,52,39,235,1,3,10,10
624,52,23,163,1,7,2,10
627,52,5,155,3,2,8,8
701,52,50,147,5,5,7,3
703,52,44,226,2,10,6,10
808,52,21,115,5,1,4,2
817,52,13,222,3,6,9,3
932,52,46,124,2,9,3,6
143,53,50,227,3,1,5,2
211,53,5,163,2,5,1,4
347,53,11,169,2,1,6,4
349,53,17,227,1,10,4,3
484,53,50,138,5,10,3,10
537,53,19,179,3,1,9,3
688,53,19,210,2,10,3,6
936,53,10,206,1,3,5,4
967,53,36,224,5,5,4,1
106,54,15,172,3,1,6,2
271,54,6,128,3,10,3,10
384,54,31,133,5,5,5,4
83,55,48,198,2,6,3,10
98,55,45,224,3,8,3,6
101,55,45,133,4,2,2,4
147,55,7,143,4,5,1,6
191,55,43,170,3,1,2,7
281,55,50,166,3,6,9,8
482,55,20,172,2,5,5,6
536,55,19,164,2,2,6,4
791,55,34,141,2,4,4,5
845,55,6,141,5,7,8,8
880,55,27,168,1,8,6,8
36,56,37,192,3,10,5,5
95,56,30,194,4,4,9,6
130,56,38,190,1,4,7,4
227,56,32,119,4,8,1,8
357,56,44,133,1,7,10,7
454,56,48,218,1,5,4,8
561,56,6,141,1,4,2,6
572,56,37,149,1,6,8,1
635,56,39,174,1,9,4,7
786,56,43,117,4,10,10,4
957,56,16,94,5,9,2,8
82,57,40,160,1,3,3,10
138,57,19,111,2,5,10,10
269,57,10,139,1,10,5,10
424,57,50,195,5,9,4,10
499,57,42,123,1,3,7,2
610,57,9,76,1,7,7,7
656,57,8,230,5,4,9,6
752,57,5,151,3,4,3,9
755,57,46,175,5,8,10,8
811,57,40,111,2,3,6,10
940,57,23,112,5,3,7,8
78,58,13,140,5,4,4,5
262,58,32,192,2,10,6,4
275,58,12,148,1,2,2,6
402,58,43,251,2,10,5,9
511,58,41,221,5,2,8,8
516,58,40,227,2,5,2,2
657,58,22,182,3,1,8,7
681,58,49,168,4,9,4,9
691,58,13,162,4,7,10,2
757,58,33,146,1,3,9,4
831,58,19,175,2,10,8,6
837,58,33,140,1,8,5,2
841,58,45,227,1,6,9,8
863,58,15,168,5,2,7,4
868,58,22,171,5,8,7,3
934,58,45,140,5,8,9,6
25,59,10,79,3,1,10,7
449,59,35,119,3,8,4,2
461,59,50,140,1,2,1,8
670,59,10,182,1,4,6,4
693,59,39,176,4,5,7,5
847,59,40,256,1,9,1,2
885,59,24,253,5,2,1,3
121,60,41,118,2,5,9,4
283,60,17,150,1,1,1,4
535,60,35,181,2,2,9,9
553,60,29,126,5,4,1,3
744,60,15,123,3,9,5,6
784,60,27,161,3,4,5,3
890,60,18,115,5,1,10,6
937,60,5,185,4,3,6,9
14,61,6,77,3,8,5,2
215,61,22,234,1,8,3,7
310,61,10,237,2,2,10,8
319,61,12,253,5,1,4,5
361,61,37,243,5,7,2,2
366,61,8,126,3,6,9,6
367,61,43,259,1,2,10,8
427,61,31,184,5,4,1,9
493,61,6,194,4,8,10,8
512,61,43,165,5,7,9,10
580,61,43,212,4,9,10,10
597,61,23,222,1,1,4,8
620,61,39,190,4,5,10,1
695,61,14,120,5,4,6,2
763,61,23,120,3,3,7,1
829,61,15,205,3,2,8,7
977,61,11,82,4,6,7,6
15,62,50,258,4,4,4,2
241,62,16,124,1,3,10,5
345,62,22,227,4,6,1,9
490,62,45,155,5,3,3,1
722,62,45,213,2,1,5,8
825,62,38,217,4,1,9,7
853,62,37,170,3,2,2,1
982,62,31,212,3,10,5,10
124,63,10,112,3,7,2,3
149,63,39,120,3,2,9,2
289,63,18,195,4,7,3,2
541,63,19,256,3,4,5,9
566,63,36,214,3,9,5,5
619,63,21,194,4,10,6,9
667,63,34,203,1,9,8,9
758,63,5,255,2,8,4,2
42,64,23,230,3,6,8,2
169,64,14,162,2,4,8,1
190,64,48,162,4,2,2,9
204,64,12,249,1,7,9,2
285,64,50,222,5,9,6,8
300,64,48,240,4,5,4,7
413,64,9,149,5,6,4,3
515,64,31,257,2,9,4,7
698,64,27,198,2,8,9,9
544,65,26,258,3,4,9,7
686,65,7,130,1,4,7,1
819,65,12,163,5,3,8,4
840,65,43,218,1,10,2,1
969,65,12,256,2,10,9,9
148,66,8,245,1,1,5,3
194,66,6,198,5,8,7,10
199,66,6,100,5,9,1,2
257,66,8,195,2,10,7,3
258,66,22,146,4,8,9,3
280,66,50,150,4,3,5,2
308,66,44,251,2,4,6,8
344,66,32,174,5,5,2,4
469,66,24,205,4,7,5,9
876,66,15,225,4,4,5,10
912,66,12,243,4,7,1,6
4,67,26,230,5,6,10,8
84,67,37,179,1,10,7,3
136,67,42,218,1,5,6,6
173,67,38,155,2,3,6,2
224,67,40,149,3,9,3,4
232,67,8,132,1,4,6,7
368,67,12,211,4,2,7,2
414,67,15,228,2,6,2,2
485,67,16,231,3,8,6,5
918,67,22,117,1,1,3,5
120,68,30,229,4,4,3,4
172,68,20,230,5,7,4,7
235,68,15,195,3,4,1,7
354,68,19,219,4,9,7,7
398,68,34,197,4,8,10,2
479,68,5,184,3,5,3,9
531,68,29,259,2,7,10,4
583,68,42,165,5,5,3,2
679,68,9,207,5,9,1,9
946,68,16,103,3,6,8,10
141,69,8,126,5,9,2,9
177,69,45,243,5,2,8,3
218,69,9,128,5,9,6,4
377,69,39,128,3,1,7,7
636,69,26,184,1,2,7,2
734,69,25,231,2,1,8,8
760,69,15,145,4,5,2,1
935,69,32,153,3,4,5,1
17,70,26,185,2,7,9,4
40,70,17,189,2,9,5,5
47,70,48,136,5,6,7,6
57,70,12,105,3,8,4,2
290,70,36,130,3,1,2,6
678,70,48,247,4,10,6,7
717,70,18,106,5,3,3,2
750,70,7,170,2,1,4,9
850,70,29,210,2,8,9,9
913,70,46,195,5,3,1,6
43,71,35,152,5,4,10,1
110,71,19,259,4,2,8,5
569,71,10,259,1,6,8,2
637,71,47,194,5,8,7,7
773,71,39,245,2,6,4,4
990,71,18,153,3,8,7,2
248,72,39,155,3,6,10,5
362,72,23,209,4,5,9,6
385,72,32,129,4,2,1,5
386,72,47,208,2,10,9,7
430,72,41,219,2,7,4,4
532,72,7,135,3,3,8,3
534,72,47,249,3,8,10,9
589,72,29,117,1,3,9,5
658,72,29,140,3,3,1,9
676,72,28,270,2,8,8,9
725,72,12,94,4,8,1,2
848,72,30,180,5,10,5,1
855,72,15,251,5,1,5,8
18,73,42,235,2,2,3,7
66,73,34,221,4,3,5,3
88,73,29,270,2,1,8,8
161,73,8,237,5,9,10,8
317,73,49,245,4,7,8,7
790,73,42,239,2,3,7,10
980,73,18,273,5,10,7,2
1,74,10,266,5,7,7,3
60,74,22,261,2,5,2,6
255,74,41,220,3,10,6,5
323,74,19,236,3,9,10,5
325,74,36,165,3,4,8,6
346,74,41,130,5,9,6,5
348,74,29,123,3,10,4,7
438,74,5,238,2,3,8,7
601,74,48,174,2,3,6,1
23,75,41,185,3,5,4,3
77,75,20,135,3,2,9,7
327,75,32,193,4,1,9,8
387,75,36,148,2,6,1,3
417,75,32,273,4,9,10,5
519,75,28,275,5,4,1,3
816,75,20,208,5,6,10,9
892,75,19,195,2,10,5,10
5,76,22,224,5,1,2,10
116,76,19,177,4,9,2,8
179,76,40,238,1,8,3,3
337,76,37,162,1,7,9,3
444,76,47,263,4,2,1,5
640,76,46,185,1,10,7,6
687,76,19,220,5,9,9,10
699,76,5,212,5,8,1,10
738,76,46,209,3,4,9,10
75,77,38,260,4,7,4,5
162,77,7,257,3,1,5,5
219,77,46,184,5,6,7,9
464,77,8,253,2,1,7,5
487,77,5,95,2,1,6,1
540,77,23,160,3,7,10,7
554,77,19,153,3,3,3,6
706,77,22,118,2,1,7,10
712,77,31,158,2,10,10,3
842,77,38,161,2,7,4,7
849,77,6,116,3,4,3,2
945,77,37,263,3,9,6,4
992,77,50,185,3,3,3,9
85,78,45,164,3,9,6,7
343,78,25,224,1,8,9,10
555,78,18,259,1,10,8,5
611,78,34,194,5,6,7,3
777,78,12,260,2,1,5,5
971,78,31,249,1,1,7,9
259,79,18,195,5,3,7,10
318,79,11,263,1,5,2,5
326,79,25,190,5,5,5,3
410,79,27,181,5,9,2,4
411,79,10,190,2,9,5,7
459,79,20,131,1,7,1,10
473,79,17,153,5,9,7,9
713,79,22,161,3,9,5,6
799,79,30,174,4,4,7,10
80,80,47,230,2,2,2,8
92,80,21,280,4,10,8,3
225,80,11,279,1,9,3,10
277,80,30,209,5,5,10,9
340,80,6,231,3,9,5,8
407,80,7,249,5,7,6,8
523,80,13,261,1,3,7,1
607,80,43,149,2,5,10,1
765,80,27,222,2,3,8,5
771,80,47,186,3,5,6,4
828,80,17,201,1,5,5,10
34,81,32,214,3,6,2,1
37,81,27,194,2,2,5,7
64,81,10,192,5,2,2,5
91,81,34,172,5,1,10,4
119,81,21,114,3,7,1,8
292,81,13,262,2,5,3,8
420,81,29,191,4,5,4,9
501,81,37,248,1,8,10,8
559,81,18,218,2,3,8,2
585,81,35,253,1,2,4,10
603,81,23,271,4,3,5,2
803,81,22,244,4,7,2,3
914,81,36,226,4,3,6,1
984,81,24,157,5,9,9,5
159,82,17,166,5,1,5,7
240,82,32,148,1,1,5,4
265,82,42,188,1,5,1,2
350,82,7,187,4,2,9,2
351,82,14,235,5,9,10,10
360,82,29,238,3,3,8,4
431,82,8,241,5,3,3,9
445,82,6,245,1,7,3,7
468,82,25,208,4,10,1,5
538,82,10,224,5,3,2,10
542,82,43,190,2,10,5,1
822,82,7,267,2,1,5,9
884,82,21,206,4,10,7,1
929,82,14,115,2,1,5,5
947,82,21,158,4,8,10,2
991,82,7,271,5,4,7,4
125,83,5,131,1,2,5,6
214,83,5,183,1,1,4,3
250,83,30,148,1,10,2,4
282,83,26,187,4,10,7,4
378,83,14,210,1,5,7,1
394,83,25,270,1,3,1,7
492,83,29,281,4,5,7,5
563,83,41,272,3,4,3,5
609,83,18,252,3,10,6,1
818,83,49,143,1,10,4,9
879,83,19,195,2,5,5,4
891,83,49,243,1,4,8,2
9,84,14,130,1,4,8,5
70,84,16,233,1,10,7,8
261,84,32,220,4,9,7,5
299,84,16,164,2,3,10,10
365,84,10,126,4,7,9,8
495,84,42,168,4,6,9,1
514,84,8,210,2,3,5,6
615,84,8,125,4,2,10,1
788,84,18,223,5,9,3,4
55,85,6,101,5,5,3,2
118,85,30,250,5,8,4,2
168,85,50,170,5,4,4,3
270,85,6,198,2,9,9,9
509,85,50,160,4,8,5,5
557,85,32,268,3,5,5,6
762,85,31,196,1,5,6,8
782,85,38,206,3,4,4,9
814,85,18,176,5,10,9,8
843,85,7,278,5,7,7,1
943,85,13,109,1,4,8,5
12,86,41,240,5,9,2,9
72,86,22,202,4,4,9,4
197,86,7,215,3,10,6,2
364,86,46,255,2,8,9,10
608,86,9,248,3,2,7,4
774,86,50,158,2,2,4,5
997,86,23,158,4,4,10,4
180,87,16,176,2,5,4,5
