task_id,arrival_time,execution_time,deadline,priority,resource_1,resource_2,resource_3
5506,0,43,200,2,2,2,5
5554,0,18,182,5,2,6,10
6045,0,28,179,2,8,8,5
6077,0,27,128,1,8,7,6
6160,0,44,190,2,4,2,2
6331,0,24,81,3,5,1,9
6332,0,13,43,3,1,6,10
6342,0,35,114,4,8,6,7
6404,0,34,74,1,7,1,4
6482,0,32,130,5,8,9,9
6580,0,9,110,3,1,9,8
6719,0,21,193,5,10,10,8
6810,0,42,64,3,7,2,5
6931,0,30,192,1,5,10,3
6940,0,9,128,3,7,10,8
7010,0,6,147,1,5,9,8
7050,0,13,129,5,10,5,3
7094,0,45,119,1,3,7,10
7105,0,12,130,4,5,5,7
7292,0,30,92,5,5,1,1
7334,0,46,68,2,3,6,4
7404,0,37,154,1,7,7,1
7457,0,26,44,4,10,3,8
7484,0,7,191,5,6,2,2
7687,0,20,60,4,10,5,9
7736,0,42,173,4,3,8,10
7742,0,14,111,2,10,9,5
7863,0,11,144,1,7,2,2
7983,0,37,111,3,1,8,3
7991,0,24,76,3,5,6,5
8015,0,41,161,1,10,1,2
8212,0,9,109,5,5,7,2
8316,0,45,82,4,8,10,3
8321,0,31,100,5,3,2,3
8398,0,42,59,3,5,4,6
8477,0,14,190,2,2,7,10
8500,0,43,152,5,3,8,3
8593,0,18,47,4,4,4,2
8734,0,39,145,5,6,2,4
8788,0,28,110,1,9,8,1
8828,0,8,75,3,5,5,4
8846,0,41,143,5,1,7,4
8873,0,15,145,1,1,4,3
8898,0,46,93,3,4,1,6
8963,0,10,36,3,2,1,2
9053,0,11,61,4,3,7,8
9146,0,7,52,3,10,1,4
9296,0,50,164,1,2,1,9
9476,0,29,117,2,5,7,7
9478,0,38,117,2,7,9,5
9494,0,8,165,3,8,3,10
9545,0,14,172,3,5,9,1
9657,0,9,65,5,4,7,4
9674,0,17,71,5,9,2,2
9731,0,5,26,2,1,7,5
9886,0,6,46,4,2,8,4
9926,0,22,68,1,9,9,3
77,1,47,77,1,5,7,4
308,1,32,162,3,10,10,2
506,1,48,164,3,7,7,4
668,1,32,105,1,8,6,7
669,1,37,148,4,3,8,8
677,1,20,75,4,10,2,1
688,1,35,170,5,3,4,3
832,1,37,66,4,10,1,6
896,1,18,94,5,9,9,3
947,1,36,77,1,5,1,3
1156,1,33,135,4,7,7,2
1514,1,26,46,5,8,8,6
1517,1,45,164,5,1,5,7
1613,1,35,191,4,3,10,6
1654,1,34,144,4,7,3,6
1672,1,21,186,3,10,10,3
1678,1,41,108,2,1,1,7
1743,1,44,86,5,5,6,5
1980,1,23,54,1,7,2,8
2061,1,25,100,5,6,7,5
2130,1,26,107,4,7,2,6
2391,1,19,164,4,5,7,7
2445,1,6,20,5,2,8,2
2724,1,15,198,2,6,7,1
2833,1,5,175,4,8,3,5
2943,1,35,60,4,5,2,2
3015,1,48,66,4,3,1,9
3153,1,9,138,3,4,9,8
3270,1,49,184,4,3,5,2
3298,1,23,93,2,3,4,4
3352,1,11,137,4,9,1,1
3536,1,20,58,5,4,3,3
3625,1,8,156,1,7,8,9
3959,1,12,84,5,6,5,2
4140,1,23,127,5,8,2,3
4175,1,10,39,1,6,4,9
4233,1,33,132,5,4,5,8
4355,1,37,174,1,1,1,7
4502,1,24,92,2,3,7,3
4562,1,27,182,2,2,5,6
4575,1,13,102,5,3,10,7
4611,1,5,174,2,5,4,2
4615,1,44,177,4,6,8,2
4741,1,20,130,1,3,4,4
4927,1,23,122,4,4,9,5
4985,1,10,39,5,4,4,7
5065,1,10,139,1,10,1,8
5186,1,15,101,5,1,7,8
5440,1,31,176,5,6,5,9
5649,1,21,175,5,4,9,1
5681,1,18,200,4,6,10,8
5705,1,50,69,3,10,7,1
5722,1,21,181,3,4,4,9
5812,1,21,156,1,4,8,7
5815,1,33,73,4,8,9,7
5824,1,25,49,5,2,4,6
6004,1,16,105,1,10,6,8
6253,1,42,186,3,10,5,10
6290,1,10,169,3,8,3,2
6456,1,38,57,2,5,5,4
6518,1,32,102,5,3,3,9
6641,1,30,129,4,1,9,6
6759,1,38,56,1,7,10,1
6792,1,34,142,1,5,1,8
6888,1,12,34,3,2,1,9
6919,1,35,180,1,1,3,6
6944,1,26,55,5,6,1,9
6963,1,33,124,4,10,8,2
6992,1,44,197,2,7,10,5
7044,1,22,107,4,4,10,5
7076,1,10,35,5,6,9,5
7116,1,10,88,4,9,10,6
7276,1,41,150,3,6,4,9
7369,1,21,77,2,2,7,6
7405,1,35,90,3,4,6,4
7641,1,47,93,5,3,4,9
7729,1,37,88,4,7,7,7
7739,1,42,99,1,10,5,2
7778,1,46,135,4,10,7,4
7856,1,13,69,3,4,3,2
7937,1,5,143,2,9,4,8
7970,1,41,149,2,2,1,7
8014,1,17,92,2,3,4,2
8136,1,40,179,2,4,7,3
8246,1,40,122,3,1,2,5
8367,1,39,55,1,1,10,9
8376,1,31,66,5,1,2,8
8454,1,38,55,5,6,5,8
8459,1,5,169,1,9,3,2
8514,1,46,139,5,3,2,8
8608,1,5,93,4,10,9,4
8713,1,23,113,2,2,10,2
9103,1,27,140,1,7,1,4
9637,1,33,110,5,4,3,5
9676,1,5,87,3,4,10,2
9773,1,10,53,1,8,1,3
9983,1,20,134,2,10,6,6
68,2,9,194,4,2,2,7
93,2,33,110,2,10,5,3
111,2,7,114,2,8,6,8
131,2,21,85,3,1,9,4
273,2,10,24,4,6,8,4
409,2,50,174,5,5,6,5
512,2,7,149,5,10,5,3
650,2,35,82,2,7,8,8
829,2,15,189,3,10,4,5
852,2,27,67,5,6,4,4
944,2,42,60,1,10,10,8
1048,2,36,155,3,9,6,4
1198,2,45,164,2,8,1,2
1215,2,6,130,3,5,2,9
1326,2,9,54,1,1,1,3
1505,2,33,100,3,9,9,4
1640,2,12,188,1,8,5,9
1779,2,45,125,2,7,9,8
1789,2,6,90,5,10,9,2
1896,2,22,149,4,8,8,6
1906,2,45,136,4,6,8,6
2354,2,39,151,4,8,7,2
2435,2,31,187,5,4,9,9
2638,2,11,146,3,9,9,5
2778,2,38,110,1,2,7,4
2782,2,27,112,2,3,6,9
2857,2,38,189,3,1,5,9
2917,2,36,85,2,1,7,3
3311,2,24,89,5,4,10,9
3341,2,33,71,1,6,9,9
3350,2,34,113,3,9,1,9
3371,2,8,81,5,7,3,4
3378,2,23,109,1,5,9,1
3445,2,25,163,5,5,9,9
3511,2,12,88,3,5,6,6
3532,2,5,98,3,5,9,1
3712,2,16,39,1,4,3,8
3749,2,39,179,5,6,1,4
3950,2,43,184,3,8,2,5
3963,2,6,48,2,4,5,10
3992,2,11,149,3,8,9,5
4022,2,45,202,4,7,3,3
4057,2,20,151,2,4,1,6
4486,2,46,103,4,6,6,8
4683,2,26,134,4,9,10,5
4685,2,22,124,3,5,10,5
4812,2,7,176,3,3,6,4
4821,2,37,193,3,2,8,5
4852,2,40,182,1,2,2,3
4902,2,30,110,4,2,3,10
4951,2,25,156,4,7,2,3
4973,2,15,76,2,3,7,3
4982,2,33,101,2,3,4,10
5115,2,7,149,3,7,2,7
5215,2,14,37,3,10,4,2
5323,2,24,41,4,2,6,6
5404,2,35,74,5,3,2,8
5425,2,47,133,3,10,7,9
5593,2,20,87,3,3,9,10
5727,2,37,50,2,6,1,10
5771,2,41,88,5,10,2,8
6109,2,21,104,1,8,7,10
6122,2,36,155,1,2,7,8
6153,2,15,116,3,6,7,10
6459,2,46,144,2,6,10,5
6552,2,24,107,1,2,6,4
6593,2,34,198,3,1,1,1
6612,2,30,125,1,8,10,1
6621,2,49,130,1,2,3,4
6648,2,5,160,4,4,2,9
6686,2,15,176,1,6,1,5
6712,2,46,96,2,3,4,4
6811,2,21,75,5,5,6,5
6902,2,37,148,2,10,2,8
7003,2,32,179,5,6,8,9
7097,2,32,129,2,1,3,2
7274,2,49,173,2,10,4,4
7358,2,49,176,1,2,2,1
7433,2,8,181,4,6,3,9
7486,2,18,181,3,2,5,4
7533,2,15,51,3,9,7,2
7559,2,25,82,3,6,1,2
7570,2,31,194,3,10,2,8
7618,2,25,173,5,4,8,3
7645,2,8,132,4,2,8,9
7799,2,9,25,5,3,9,8
7868,2,23,189,2,8,2,10
7869,2,13,94,1,4,10,5
7907,2,31,121,4,8,2,2
7912,2,35,148,3,10,8,7
7934,2,47,174,3,8,7,2
7973,2,11,43,5,4,2,10
7992,2,35,140,2,5,7,5
8169,2,21,144,5,8,10,10
8265,2,38,140,4,9,1,7
8294,2,31,112,4,5,2,4
8415,2,46,95,4,3,5,6
8428,2,47,193,3,2,3,2
8460,2,35,199,5,4,2,10
8549,2,33,84,3,8,6,7
8565,2,28,50,2,2,7,7
8743,2,41,157,5,5,10,2
8906,2,5,177,2,10,9,8
8917,2,25,156,2,5,7,10
8969,2,7,83,1,8,10,2
9032,2,42,101,3,9,3,6
9046,2,44,196,2,3,5,1
9138,2,34,160,2,10,8,8
9154,2,25,58,3,5,10,1
9212,2,34,82,4,9,1,2
9260,2,16,46,3,2,3,5
9405,2,32,114,4,6,2,2
9460,2,46,105,3,5,3,1
9527,2,40,90,2,7,6,3
9577,2,24,89,2,5,3,9
9591,2,27,189,3,3,6,3
9728,2,40,54,1,5,1,5
9809,2,49,196,3,7,2,5
9913,2,33,101,2,3,8,5
9992,2,11,107,5,4,9,8
19,3,43,102,5,6,6,9
56,3,10,115,3,6,10,9
573,3,44,107,1,4,10,3
616,3,10,158,2,1,4,1
649,3,41,97,4,6,10,3
731,3,50,135,1,8,7,10
1300,3,7,34,4,2,10,8
1399,3,25,179,4,7,6,8
1709,3,14,138,3,4,9,9
1949,3,35,121,5,10,3,8
1962,3,49,109,1,8,10,7
1973,3,44,121,4,8,8,4
1978,3,46,183,3,10,2,1
2015,3,19,186,2,3,6,10
2039,3,28,64,3,7,10,3
2219,3,32,119,3,4,9,2
2224,3,12,26,2,8,6,7
2666,3,44,196,2,2,9,8
2699,3,21,148,3,10,1,7
2750,3,23,193,1,2,8,6
2818,3,8,72,3,10,4,3
2820,3,24,114,1,3,9,3
2870,3,39,94,5,7,8,2
3147,3,27,120,1,4,3,4
3242,3,44,191,3,7,2,7
3409,3,26,199,2,3,2,6
3428,3,15,63,5,3,9,2
3443,3,7,191,5,6,6,1
3506,3,9,167,2,9,9,8
3830,3,27,80,2,6,2,7
3880,3,19,87,5,3,7,2
4119,3,48,102,5,5,8,7
4149,3,25,76,1,6,10,8
4220,3,48,176,2,8,3,3
4397,3,34,137,1,1,10,8
4554,3,18,148,5,6,4,8
4574,3,10,170,2,4,2,5
4763,3,15,113,3,1,6,2
4831,3,27,166,1,2,9,9
4850,3,41,185,1,4,9,8
5010,3,42,99,4,1,2,10
5139,3,45,183,5,7,10,7
5212,3,6,100,2,7,9,5
5250,3,8,104,5,2,8,9
5267,3,22,134,2,7,7,2
5286,3,42,166,5,2,2,1
5337,3,42,114,4,4,7,7
5427,3,49,174,4,7,9,5
5707,3,24,141,5,7,8,9
5737,3,49,160,4,10,7,4
5810,3,14,70,3,6,8,1
5876,3,12,63,1,5,8,6
5935,3,18,126,4,8,5,2
6005,3,8,186,2,1,8,5
6012,3,15,174,2,5,8,4
6136,3,40,145,3,7,7,5
6204,3,14,64,3,10,8,3
6251,3,27,160,3,9,9,3
6307,3,6,43,4,3,1,5
6380,3,19,74,1,10,2,9
6437,3,8,120,5,9,5,7
6439,3,24,137,4,2,5,6
6455,3,18,133,3,3,6,8
6589,3,24,118,3,3,10,6
6642,3,27,110,1,5,9,5
6740,3,37,149,2,2,3,5
6819,3,10,40,2,6,10,9
6966,3,30,94,2,10,1,8
7108,3,45,81,2,10,2,3
7255,3,19,68,1,2,6,10
7270,3,10,84,4,9,5,5
7548,3,33,170,3,2,5,1
7585,3,17,60,4,3,5,10
7748,3,27,190,3,4,3,5
8395,3,35,199,3,9,9,7
8470,3,43,73,2,10,1,7
8867,3,19,187,5,10,8,2
8886,3,38,111,1,9,1,9
8923,3,13,90,5,9,4,2
9114,3,16,165,5,10,5,5
9173,3,5,148,3,7,4,1
9195,3,30,136,2,9,3,9
9235,3,30,58,3,2,1,5
9348,3,30,133,4,7,5,6
9350,3,38,179,5,5,6,8
9352,3,8,193,2,1,5,9
9520,3,6,62,3,2,8,3
9617,3,44,127,5,5,6,1
9743,3,43,170,2,5,8,1
9748,3,22,66,1,4,4,10
9879,3,50,170,5,3,5,8
9905,3,38,52,4,8,7,2
9,4,49,198,5,6,6,9
318,4,41,89,1,4,10,1
418,4,46,161,4,3,3,10
581,4,30,104,5,6,7,6
634,4,30,54,4,5,5,10
689,4,21,73,1,5,5,8
729,4,7,112,4,4,7,5
768,4,11,71,3,6,8,2
819,4,50,121,4,1,6,2
864,4,9,116,5,1,10,4
1039,4,42,146,2,9,4,1
1081,4,16,60,1,1,4,3
1151,4,9,148,1,4,9,7
1216,4,42,195,4,8,10,6
1228,4,10,27,3,7,7,1
1245,4,41,105,3,5,5,5
1487,4,38,150,1,7,8,3
1549,4,46,152,2,5,6,3
1604,4,36,92,1,5,4,8
1646,4,17,82,2,2,2,9
1662,4,25,64,2,4,9,5
1712,4,36,198,3,9,8,1
1917,4,32,158,3,8,8,3
1997,4,19,164,5,4,3,3
2037,4,5,127,4,2,1,9
2144,4,38,185,5,8,9,4
2215,4,18,150,2,8,3,6
2246,4,34,87,1,3,10,9
2335,4,6,80,5,3,5,6
2635,4,12,56,2,1,8,3
2720,4,27,133,2,10,5,8
2783,4,19,119,2,10,6,5
3111,4,47,86,1,7,2,10
3128,4,48,153,1,4,7,8
3135,4,14,61,1,4,10,1
3255,4,18,83,5,3,6,7
3275,4,26,76,2,2,2,7
3288,4,31,89,2,3,7,6
3604,4,16,46,3,1,9,8
3637,4,24,192,2,4,3,9
3733,4,40,168,1,5,4,7
3744,4,20,76,2,6,5,8
3790,4,9,165,4,4,1,8
3844,4,9,185,5,2,10,2
3892,4,23,70,2,9,8,3
3896,4,38,118,5,9,5,6
3905,4,13,54,1,6,8,8
3970,4,9,146,5,3,8,2
4011,4,42,155,1,7,8,10
4089,4,9,170,5,1,10,3
4104,4,35,178,3,6,4,2
4120,4,8,46,2,2,7,7
4133,4,21,160,4,3,1,10
4398,4,15,141,2,10,3,4
4467,4,42,162,5,1,3,10
4489,4,11,109,5,7,10,5
4504,4,32,71,5,2,2,10
4588,4,38,66,5,10,2,1
4620,4,42,201,2,6,4,5
4629,4,19,180,2,10,7,6
4718,4,26,121,4,5,9,3
4828,4,47,65,5,9,7,7
4877,4,26,57,2,7,10,5
4895,4,28,129,3,9,1,3
5001,4,18,101,2,8,4,6
5055,4,17,42,3,3,1,8
5072,4,16,145,5,1,8,6
5209,4,48,96,2,9,1,4
5249,4,17,79,5,9,9,3
5360,4,44,122,3,5,3,7
5401,4,40,131,2,4,8,6
5468,4,19,120,1,3,7,4
5469,4,26,164,5,4,5,5
5487,4,20,148,2,9,6,8
5690,4,29,63,1,10,5,10
5758,4,26,102,2,2,10,7
5820,4,6,115,4,7,9,1
5873,4,33,87,1,6,4,3
6000,4,18,71,1,5,4,1
6083,4,16,182,3,2,4,2
6271,4,23,105,1,8,2,5
6430,4,41,63,5,1,2,1
6489,4,40,139,5,7,1,6
6563,4,29,130,5,6,8,6
6646,4,8,178,1,9,10,1
7135,4,15,180,2,10,6,9
7200,4,24,83,2,2,10,9
7612,4,16,140,2,8,4,9
7670,4,48,143,4,6,6,8
7727,4,9,169,4,2,2,1
7762,4,12,159,4,3,1,4
7819,4,38,114,5,1,4,5
7831,4,6,111,5,3,5,4
7832,4,33,61,4,1,5,2
7953,4,31,199,1,6,4,9
8029,4,33,174,3,2,9,9
8040,4,16,144,1,1,10,1
8151,4,50,201,3,2,6,3
8429,4,40,143,1,6,4,2
8496,4,30,160,3,2,10,8
8555,4,41,132,5,1,10,6
8806,4,40,160,3,8,4,2
8833,4,38,95,5,4,1,9
8854,4,43,166,5,8,8,3
8905,4,33,161,5,4,6,2
9157,4,43,162,3,8,7,10
9164,4,46,127,2,2,6,7
9192,4,38,196,5,9,5,5
9246,4,7,54,3,6,3,9
9423,4,29,198,1,6,2,3
9579,4,41,193,5,4,9,8
9587,4,38,105,4,2,8,2
9599,4,30,73,4,3,10,1
9612,4,16,81,5,5,4,3
9630,4,39,118,5,9,5,2
9759,4,31,84,1,9,9,3
9889,4,44,150,3,9,4,5
9899,4,32,48,1,4,3,5
9932,4,30,74,1,7,9,1
9954,4,41,178,5,5,5,10
112,5,23,49,4,9,5,7
193,5,6,191,5,3,7,6
205,5,14,76,3,3,1,7
413,5,9,166,2,1,8,8
448,5,48,132,1,4,9,6
466,5,14,199,5,10,7,6
497,5,45,81,2,4,1,4
542,5,8,34,3,9,6,9
622,5,26,180,2,1,4,4
726,5,16,185,3,10,6,6
975,5,7,125,4,10,8,1
1220,5,43,163,1,5,10,9
1594,5,32,47,2,7,5,1
1629,5,41,191,5,1,3,5
1695,5,44,185,1,9,4,9
1728,5,18,52,5,7,5,5
1916,5,30,161,1,5,6,1
2506,5,13,48,3,4,3,2
2628,5,41,164,4,4,6,7
2854,5,25,134,4,4,9,9
2856,5,28,177,3,3,1,2
2890,5,49,167,4,1,3,10
2993,5,47,168,4,8,4,2
3139,5,40,68,2,8,5,3
3236,5,43,98,3,6,5,3
3264,5,41,202,5,5,3,8
3285,5,26,85,2,10,3,8
3300,5,23,180,5,7,5,4
3388,5,19,66,3,7,3,5
3416,5,16,67,4,1,6,10
3457,5,16,42,2,6,2,1
3561,5,13,40,3,6,7,9
3704,5,21,108,5,8,3,4
3719,5,24,79,4,8,4,7
3793,5,50,90,1,8,3,7
4044,5,48,117,1,7,10,5
4222,5,42,64,2,2,8,5
4238,5,23,114,3,7,3,2
4507,5,16,62,4,1,5,4
4572,5,27,72,3,1,6,10
4577,5,26,203,2,6,4,2
4594,5,23,56,3,5,6,3
5056,5,42,156,2,9,2,5
5066,5,15,158,5,9,2,10
5085,5,39,174,3,10,6,9
5276,5,6,38,1,5,8,10
5369,5,20,49,1,5,6,8
5677,5,40,145,2,9,5,3
5746,5,9,116,4,3,8,4
5785,5,26,43,2,10,3,5
5905,5,14,101,1,5,1,7
5967,5,23,39,5,9,2,8
6090,5,43,187,2,4,5,8
6234,5,49,78,2,9,7,4
6292,5,31,160,1,1,8,4
6335,5,23,155,3,9,5,2
6357,5,25,120,3,10,7,5
6360,5,9,137,4,5,1,2
6383,5,15,72,1,5,6,2
6397,5,5,21,1,5,8,7
6407,5,34,172,5,4,8,6
6428,5,48,73,4,9,6,1
6721,5,19,138,2,5,9,6
6737,5,30,82,4,9,2,1
6838,5,29,108,1,10,8,4
6868,5,22,187,1,2,1,9
6948,5,33,90,3,3,5,6
7248,5,8,189,5,9,5,5
7330,5,42,110,3,10,10,2
7526,5,44,199,5,8,9,3
7535,5,45,96,4,4,3,8
7658,5,36,72,1,7,8,3
7672,5,26,79,2,4,7,5
7802,5,24,99,1,1,1,2
7865,5,43,85,4,1,5,7
8048,5,21,87,2,5,2,7
8104,5,5,102,1,6,6,6
8434,5,12,116,1,10,8,3
8486,5,25,169,3,3,7,9
8511,5,43,93,4,5,1,7
8534,5,37,118,4,1,8,3
8683,5,29,204,4,8,10,3
8781,5,29,126,2,10,4,10
9021,5,26,193,1,5,5,5
9128,5,37,131,5,5,5,8
9204,5,24,127,1,8,2,6
9434,5,11,153,2,5,10,6
9467,5,32,52,1,9,8,9
9507,5,17,168,3,3,10,3
9582,5,7,163,1,3,5,2
9596,5,26,143,5,8,9,4
9602,5,28,140,5,9,4,1
9765,5,5,135,3,1,10,9
9806,5,32,178,1,2,3,10
9940,5,17,135,1,10,9,6
101,6,9,108,2,9,1,6
234,6,16,80,1,9,8,10
238,6,26,200,1,3,9,4
246,6,40,157,5,9,5,8
537,6,43,164,4,10,6,6
587,6,10,171,3,7,2,7
749,6,14,81,3,4,3,2
806,6,44,148,1,4,8,8
856,6,25,100,1,8,2,1
950,6,46,119,3,1,7,6
967,6,34,80,4,7,9,2
1102,6,24,74,3,10,4,7
1237,6,36,145,5,9,2,5
1392,6,18,202,1,9,4,3
1563,6,39,152,4,10,9,3
1641,6,20,91,3,5,7,4
1738,6,30,94,4,6,1,8
1887,6,38,198,2,2,5,10
2102,6,44,197,1,9,7,5
2119,6,32,138,4,7,7,2
2151,6,5,160,5,10,7,10
2316,6,18,117,2,6,4,3
2327,6,18,95,1,8,2,4
2787,6,18,136,5,2,3,6
2793,6,13,103,2,9,8,3
2945,6,49,100,1,9,6,1
2952,6,47,120,5,7,4,9
2968,6,16,32,5,8,8,3
2981,6,50,156,1,10,1,6
3017,6,19,147,5,5,5,3
3548,6,41,112,2,9,6,9
3856,6,15,68,2,2,6,10
3857,6,24,54,5,8,2,10
3930,6,25,79,4,9,1,4
3999,6,32,196,5,6,4,2
4003,6,32,160,3,1,2,1
4088,6,40,168,1,6,4,6
4166,6,39,130,3,2,4,4
4206,6,33,65,5,5,8,2
4320,6,33,108,1,5,9,3
4330,6,43,135,4,4,3,2
4451,6,50,78,5,4,6,9
4780,6,22,47,2,10,4,10
4814,6,27,173,2,2,4,9
4817,6,18,122,4,5,7,6
4921,6,22,94,1,2,7,6
5230,6,12,62,2,9,1,6
5251,6,41,166,5,4,3,8
5434,6,12,192,2,1,6,3
5486,6,17,128,1,7,9,5
5569,6,35,187,5,8,3,6
5734,6,37,126,5,3,6,8
5743,6,14,126,4,5,8,6
5780,6,40,72,3,9,4,5
5806,6,46,84,3,3,1,3
5819,6,28,111,5,3,4,3
6146,6,27,154,2,1,5,10
6239,6,46,182,1,10,7,9
6298,6,43,62,5,6,9,10
6303,6,40,180,2,8,10,2
6312,6,17,198,1,5,9,3
6349,6,34,115,1,7,1,9
6376,6,22,113,4,4,1,9
6424,6,25,49,5,10,2,6
6434,6,42,156,3,5,1,5
6803,6,10,201,5,9,8,9
6827,6,25,165,4,9,5,5
6855,6,41,75,3,10,4,1
6876,6,42,122,2,7,7,3
6895,6,42,67,1,7,2,4
6930,6,26,64,1,4,9,9
7120,6,21,64,2,10,6,6
7203,6,22,86,3,4,2,3
7263,6,50,162,1,2,7,2
7302,6,7,91,1,5,8,2
7309,6,25,95,3,9,6,3
7413,6,8,142,3,6,9,9
7442,6,41,163,5,6,7,8
7546,6,12,130,1,5,4,5
7563,6,21,190,2,7,7,9
7594,6,33,63,4,10,5,9
7811,6,47,194,4,1,4,10
8132,6,35,179,3,4,7,1
8134,6,31,52,4,5,1,3
8137,6,44,62,5,1,7,4
8184,6,39,93,1,8,6,1
8189,6,43,198,1,5,8,5
8269,6,31,159,4,1,10,4
8300,6,13,171,1,9,1,8
8331,6,45,134,5,3,3,6
8442,6,36,146,5,3,8,1
8444,6,12,123,2,9,6,6
8458,6,46,164,2,1,5,2
8469,6,26,131,2,8,5,9
8546,6,5,97,4,8,10,5
8660,6,28,99,3,3,5,5
8754,6,30,63,4,7,8,1
8894,6,21,167,5,8,5,9
8976,6,17,76,2,1,8,1
8990,6,29,186,5,5,9,8
9071,6,7,132,2,7,1,3
9432,6,48,103,2,3,4,7
9541,6,40,150,1,2,2,6
9542,6,42,190,2,4,4,2
9804,6,31,128,1,7,3,8
9823,6,45,144,4,8,6,1
9993,6,21,47,4,10,7,10
60,7,48,168,4,8,10,2
122,7,19,139,5,8,2,2
164,7,11,111,1,4,2,7
264,7,16,103,5,8,7,6
394,7,21,88,4,10,6,8
504,7,11,187,4,4,10,4
519,7,19,110,5,7,3,3
550,7,14,131,1,9,1,6
621,7,42,114,4,10,7,4
676,7,41,104,2,7,3,2
707,7,14,176,2,1,4,5
797,7,36,54,2,2,8,10
803,7,13,107,5,6,7,9
906,7,5,198,5,9,10,5
994,7,47,152,1,7,8,7
1110,7,6,101,5,5,4,3
1161,7,42,141,4,1,8,4
1177,7,36,180,3,2,3,9
1252,7,17,206,1,5,7,3
1334,7,49,184,2,6,3,3
1448,7,35,189,1,6,2,8
1493,7,35,155,2,8,2,5
1603,7,11,189,3,10,6,7
1795,7,50,93,1,7,1,7
1816,7,16,51,3,7,4,9
1868,7,26,59,5,2,5,7
2034,7,29,193,5,2,6,8
2290,7,44,178,3,4,1,3
2325,7,13,131,5,6,6,1
2386,7,47,182,2,4,1,5
2392,7,11,192,1,4,2,6
2545,7,37,134,2,6,5,1
2594,7,27,164,4,3,2,6
2621,7,17,50,1,3,8,9
2797,7,30,174,4,1,6,1
3188,7,10,83,4,6,8,1
3237,7,42,86,1,10,2,2
3330,7,28,61,2,6,8,6
3334,7,25,182,1,3,7,4
3472,7,18,71,1,6,2,7
3564,7,40,155,1,1,4,1
3797,7,28,207,5,8,3,2
3971,7,25,72,4,8,10,9
4100,7,13,101,5,3,2,2
4146,7,38,72,1,1,10,10
4231,7,37,201,1,10,5,9
4251,7,24,91,1,1,10,5
4252,7,6,39,3,5,1,10
4266,7,49,100,1,9,3,7
4424,7,13,63,3,8,3,1
4598,7,32,186,4,8,6,5
4753,7,28,77,1,8,2,8
4796,7,48,117,5,9,6,6
4939,7,37,130,5,6,10,4
5098,7,28,145,3,8,6,1
5157,7,18,71,4,2,2,8
5175,7,50,80,3,2,4,1
5389,7,12,85,3,5,10,7
5448,7,25,103,4,7,8,1
5566,7,21,146,5,7,9,7
5714,7,36,118,4,1,5,7
5906,7,32,155,4,9,3,10
6032,7,43,92,2,6,6,8
6198,7,29,141,4,4,5,5
6371,7,44,195,2,9,8,4
6453,7,45,207,3,6,8,10
6475,7,35,155,3,3,6,10
6545,7,30,158,1,4,10,9
6586,7,48,112,5,1,6,4
6709,7,41,87,4,2,7,3
6749,7,13,104,3,5,6,2
6831,7,14,47,4,2,5,1
6885,7,36,180,5,5,1,5
7005,7,26,103,4,5,8,1
7100,7,32,128,4,2,2,2
7110,7,23,71,2,5,5,5
7391,7,41,123,3,10,8,4
7427,7,31,97,4,2,7,4
7483,7,29,87,1,8,2,4
